product_id,brand,product,description,price,product_link,img1,category
11264146,DressBerry,DressBerry Women Stunning Blue Washed Fringed Shorts,DressBerry Women Stunning Blue Washed Fringed Shorts,363,https://www.myntra.com/shorts/dressberry/dressberry-women-stunning-blue-washed-fringed-shorts/11264146/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/11264146/2022/2/24/aa9702ac-fd1f-4ea7-88a9-ab3d8e7a92761645698034884-DressBerry-Women-Blue-Washed-Regular-Fit-Denim-Shorts-130164-1.jpg",bold
29190558,Ginger by Lifestyle,Ginger by Lifestyle Women Mid Rise Cotton Shorts,Ginger by Lifestyle Women Mid Rise Cotton Shorts,424,https://www.myntra.com/shorts/ginger+by+lifestyle/ginger-by-lifestyle-women-mid-rise-cotton-shorts/29190558/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29190558/2024/4/26/a9aab08c-14bb-40a8-8e98-a064add5c0bd1714111568882GingerbyLifestyleWomenShorts1.jpg",bold
23116672,Zastraa,Zastraa Women Black Slim Fit High-Rise Skorts,Zastraa Women Black Slim Fit High-Rise Skorts,749,https://www.myntra.com/shorts/zastraa/zastraa-women-black-slim-fit-high-rise-skorts/23116672/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23116672/2023/5/11/dae952d5-421b-4904-88f1-509e70d54ed91683788828195ZastraaWomenBlackSlimFitHigh-RiseShorts1.jpg",bold
28117988,Roadster,The Roadster Lifestyle Co. Women High-Rise Shorts,The Roadster Lifestyle Co. Women High-Rise Shorts,239,https://www.myntra.com/shorts/roadster/the-roadster-lifestyle-co-women-high-rise-shorts/28117988/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28117988/2024/5/20/c3896484-7ffb-451b-b57a-9b85e5723b131716209031153-Roadster-Women-Shorts-2481716209030631-1.jpg",bold
29918622,Colors and Blends,Colors and Blends Women Striped Printed Training or Gym Shorts,Colors and Blends Women Striped Printed Training or Gym Shorts,599,https://www.myntra.com/shorts/colors+and+blends/colors-and-blends-women-striped-printed-training-or-gym-shorts/29918622/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29918622/2024/6/7/bc118781-1301-41f1-89f3-3a7fcc9168ea1717754886272ColorsandBlendsWomenStripedPrintedTrainingorGymShorts1.jpg",bold
12940362,Mast & Harbour,Mast & Harbour Women Blue Washed Distressed Regular Fit Denim Shorts,Mast & Harbour Women Blue Washed Distressed Regular Fit Denim Shorts,383,https://www.myntra.com/shorts/mast+%26+harbour/mast--harbour-women-blue-washed-distressed-regular-fit-denim-shorts/12940362/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/12940362/2022/4/20/eb5c86b2-96d5-421e-9c10-940680cf38b01650451180727MastHarbourWomenBlueWashedDistressedRegularFitDenimShorts1.jpg",bold
28434052,StyleCast x Revolte,StyleCast x Revolte Pencil Midi Skirt,StyleCast x Revolte Pencil Midi Skirt,1249,https://www.myntra.com/skirts/stylecast+x+revolte/stylecast-x-revolte-pencil-midi-skirt/28434052/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28434052/2024/3/22/d5dddc42-c5c1-4588-9153-3e71e37087a51711086802178SolidBluePencilSkirts1.jpg",bold
24722792,Kibo,Kibo Women Floral Printed Skorts,Kibo Women Floral Printed Skorts,559,https://www.myntra.com/skirts/kibo/kibo-women-floral-printed-skorts/24722792/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/24722792/2023/8/29/5f3b2f4c-e92e-445f-9a45-21e1965fa0731693319704965KiboWomenLimeGreenFloralPrintedSlimFitHigh-RiseShorts1.jpg",bold
29856886,Popnetic,Popnetic Women High-Rise Cargo Shorts,Popnetic Women High-Rise Cargo Shorts,759,https://www.myntra.com/shorts/popnetic/popnetic-women-high-rise-cargo-shorts/29856886/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29856886/2024/6/5/140fecc0-08c3-4e04-9075-7093e2ed25f31717590184193-Popnetic-Women-Shorts-5501717590183718-1.jpg",bold
29972701,FOREVER 21,FOREVER 21 Women Mid-Rise Regular Fit Shorts,FOREVER 21 Women Mid-Rise Regular Fit Shorts,989,https://www.myntra.com/shorts/forever+21/forever-21-women-mid-rise-regular-fit-shorts/29972701/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29972701/2024/6/15/7767a43c-f694-4c84-bb2a-c5443f4f1fdf1718442597307FOREVER21WomenShorts1.jpg",bold
29585726,JC Mode,JC Mode Floral Embroidered V-Neck Long Sleeves Playsuit,JC Mode Floral Embroidered V-Neck Long Sleeves Playsuit,2124,https://www.myntra.com/jumpsuit/jc+mode/jc-mode-floral-embroidered-v-neck-long-sleeves-playsuit/29585726/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29585726/2024/5/16/d1e83aa9-8443-4e08-8bce-19a32f10650b1715875802537Jumpsuit1.jpg",bold
4371859,Anouk,Anouk Women Silver-Toned Solid Sandals,Anouk Women Silver-Toned Solid Sandals,949,https://www.myntra.com/heels/anouk/anouk-women-silver-toned-solid-sandals/4371859/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/4371859/2023/3/14/d4b6736b-09a6-471e-ab87-cb732d4d2f341678785154273-Anouk-Women-Silver-Toned-Solid-Sandals-8931678785153766-1.jpg",bold
25679840,DressBerry,DressBerry Silver-Toned Embellished Block Heels,DressBerry Silver-Toned Embellished Block Heels,999,https://www.myntra.com/heels/dressberry/dressberry-silver-toned-embellished-block-heels/25679840/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25679840/2023/10/30/b9eac8f1-853a-4a52-ba5f-5d5f72939c7e1698666209062DressBerrySilver-TonedBlockPumps7.jpg27530074",bold
23117838,DressBerry,DressBerry Beige And Transparent Double Strap Block Heels,DressBerry Beige And Transparent Double Strap Block Heels,899,https://www.myntra.com/heels/dressberry/dressberry-beige-and-transparent-double-strap-block-heels/23117838/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23117838/2023/5/16/d1b24605-4203-419f-a02d-3527c34797641684230602335DressBerryBeigeTexturedBlockPumps7.jpg",bold
20913900,DressBerry,DressBerry Women Colourblocked Heels,DressBerry Women Colourblocked Heels,1241,https://www.myntra.com/heels/dressberry/dressberry-women-colourblocked-heels/20913900/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/20913900/2023/5/26/0c40921f-89cb-4dd2-b610-90966f900ecf1685076100946-DressBerry-Women-Heels-2251685076100772-1.jpg",bold
25530924,Shoetopia,Shoetopia Embellished Pointed Toe Kitten Pumps,Shoetopia Embellished Pointed Toe Kitten Pumps,939,https://www.myntra.com/heels/shoetopia/shoetopia-embellished-pointed-toe-kitten-pumps/25530924/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25530924/2023/10/18/06a9a0c6-2b15-4dc7-9ccc-869ba43caf501697639887227ShoetopiaBlackEmbellishedPartyKittenPumps7.jpg",bold
27198212,Metro,Metro Slim Peep Toes With Bows,Metro Slim Peep Toes With Bows,1494,https://www.myntra.com/heels/metro/metro-slim-peep-toes-with-bows/27198212/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/27198212/2024/1/25/eb066aba-276b-4ec3-a58c-f435631cbe7d1706174853528MetroColourblockedKittenPumpswithBows1.jpg",bold
29839374,DressBerry,DressBerry Beige Open Toe Block Heels,DressBerry Beige Open Toe Block Heels,579,https://www.myntra.com/heels/dressberry/dressberry-beige-open-toe-block-heels/29839374/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29839374/2024/5/30/50776f71-2bff-44ff-bf38-428313fcc88a1717068451989Flats1.jpg29104918",bold
29823852,Inc 5,Inc 5 Embellished Open Toe Slim Heels,Inc 5 Embellished Open Toe Slim Heels,1734,https://www.myntra.com/heels/inc+5/inc-5-embellished-open-toe-slim-heels/29823852/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29823852/2024/5/29/9a7982f6-cac8-4c95-bfb6-59775caea76f1716971315778Inc5PrintedSlimHeeledPeepToes1.jpg",bold
23037280,XE Looks,XE Looks Open Toe Back Straps Black Heels,XE Looks Open Toe Back Straps Black Heels,767,https://www.myntra.com/heels/xe+looks/xe-looks-open-toe-back-straps-black-heels/23037280/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23037280/2023/5/5/a234be59-1e9d-444a-abf3-71d860e6c06b1683279333168XELooksBlackHigh-TopBlockPumps7.jpg",bold
30037889,MANGO,MANGO Embellished Party High-Top Stilettos,MANGO Embellished Party High-Top Stilettos,5790,https://www.myntra.com/heels/mango/mango-embellished-party-high-top-stilettos/30037889/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/30037889/2024/7/2/dad25f6b-6ff5-4b45-9c1a-4f19732bf6051719903084350HeelsMANGOWomenHeelsMANGOWomenFlatsMANGOWomenHeelsMANGOWomen1.jpg",bold
12375116,Shoetopia,Shoetopia Women Black Solid Pumps,Shoetopia Women Black Solid Pumps,937,https://www.myntra.com/heels/shoetopia/shoetopia-women-black-solid-pumps/12375116/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/12375116/2021/12/28/67969cb9-ae8e-4039-977d-4b04ddb0fede1640692193204ShoetopiaWomenBlackSolidPumps1.jpg",bold
29375286,ELLE,ELLE Open Toe Mid-Top Stiletto Heel,ELLE Open Toe Mid-Top Stiletto Heel,1799,https://www.myntra.com/heels/elle/elle-open-toe-mid-top-stiletto-heel/29375286/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29375286/2024/5/20/6216b100-6a9f-4f0a-bb92-1f71cbee7b2d1716202833850-Lavendar-Embellished-Ankle-Loop-Women-Sandals-43317162028334-1.jpg",bold
23340118,Mast & Harbour,Mast & Harbour Black Square Toe Block Heels,Mast & Harbour Black Square Toe Block Heels,899,https://www.myntra.com/heels/mast+%26+harbour/mast--harbour-black-square-toe-block-heels-/23340118/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23340118/2023/5/23/5a6c2afb-4674-4528-9942-d8e47c870c111684820510642MastHarbourBlackTexturedBlockSandals7.jpg",bold
28012532,CORSICA,CORSICA Textured Open Toe Block Heels,CORSICA Textured Open Toe Block Heels,899,https://www.myntra.com/heels/corsica/corsica-textured-open-toe-block-heels/28012532/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28012532/2024/3/5/3aa122bb-58ac-4413-99fc-fe596788a9911709633288966CORSICATexturedBlockSandals1.jpg",bold
23261516,Lavie,Lavie Strappy Open Toe Block Heels,Lavie Strappy Open Toe Block Heels,899,https://www.myntra.com/heels/lavie/lavie-strappy-open-toe-block-heels-/23261516/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23261516/2023/5/19/b004d4d2-4e9e-4219-b7f1-68d980b69d8d1684492898367LaviePinkPUPartyPlatformPeepToes1.jpg",bold
29273700,Try Me,Try Me Suede Stiletto Heeled Gladiators,Try Me Suede Stiletto Heeled Gladiators,734,https://www.myntra.com/heels/try+me/try-me-suede-stiletto-heeled-gladiators/29273700/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29273700/2024/5/3/ebec2a24-77b8-4727-a06f-66470ec1a1e31714720585642TryMePrintedSuedePartyStilettoSandals1.jpg",bold
19121130,Mochi,Mochi Pink Embellished Kitten Sandals,Mochi Pink Embellished Kitten Sandals,1014,https://www.myntra.com/heels/mochi/mochi-pink-embellished-kitten-sandals/19121130/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/19121130/2022/10/28/62dc2b24-20c6-45a6-a7e0-8f96306cec081666957251883-Mochi-Pink-Embellished-Kitten-Sandals-8891666957251582-1.jpg",bold
25679912,DressBerry,DressBerry White Square Toe Block Heels,DressBerry White Square Toe Block Heels,899,https://www.myntra.com/heels/dressberry/dressberry-white-square-toe-block-heels-/25679912/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25679912/2023/10/30/a346c5f8-314f-4829-aab0-03a482513af91698661928379DressBerryWhiteBlockSandalswithBows7.jpg",bold
29844741,KLEXIO,KLEXIO Embellished Open Toe Block Heels,KLEXIO Embellished Open Toe Block Heels,899,https://www.myntra.com/heels/klexio/klexio-embellished-open-toe-block-heels/29844741/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29844741/2024/5/30/264f123c-0c24-409a-bb95-5e0ada0741071717042876953KLEXIOPartyBlockSandalswithBows1.jpg",bold
17977036,VALIOSAA,VALIOSAA Black Suede Stiletto Heels,VALIOSAA Black Suede Stiletto Heels,1469,https://www.myntra.com/heels/valiosaa/valiosaa-black-suede-stiletto-heels-/17977036/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/17977036/2022/4/21/daea0b23-13df-46be-99e3-bbfd3b38d2bb1650543299972VALIOSAABlackSuedePlatformSandals1.jpg",bold
14416126,Shoetopia,Shoetopia Black Party Slim Heeled Sandals,Shoetopia Black Party Slim Heeled Sandals,739,https://www.myntra.com/heels/shoetopia/shoetopia-black-party-slim-heeled-sandals/14416126/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/14416126/2023/11/28/c94db6d2-eb65-415b-85fe-45881162671d1701151348467-Shoetopia-Black-Party-Slim-Heeled-Sandals-7911701151348359-6.jpg",bold
23998496,madam glorious,madam glorious Embellished Platform Heels,madam glorious Embellished Platform Heels,721,https://www.myntra.com/heels/madam+glorious/madam-glorious-embellished-platform-heels/23998496/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23998496/2023/7/13/fc4fcd0f-d21a-4c1b-bdd2-ff02cebdf2bc1689227323430madamgloriousGreyEmbellishedPartyBlockwith1.jpg",bold
15485216,Marc Loire,Marc Loire Black Embellished PU Block Sandals,Marc Loire Black Embellished PU Block Sandals,1291,https://www.myntra.com/heels/marc+loire/marc-loire-black-embellished-pu-block-sandals/15485216/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/15485216/2022/12/28/4b32e5be-3427-4de8-b97c-cd4d5bfd15341672226351520MarcLoireBlackEmbellishedPUBlockSandals2.jpg",bold
16301106,Exotic,Exotic Black Colourblocked PU Structured Sling Bag,Exotic Black Colourblocked PU Structured Sling Bag,559,https://www.myntra.com/handbags/exotic/exotic-black-colourblocked-pu-structured-sling-bag/16301106/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/16301106/2022/8/18/daea5cad-dfc0-43d5-b77b-b18c39bed5bc1660822004653-Exotic-Black-Colourblocked-PU-Structured-Sling-Bag-911166082-1.jpg",bold
28134322,Mast & Harbour,Mast & Harbour Structured Sling Bag,Mast & Harbour Structured Sling Bag,874,https://www.myntra.com/handbags/mast+%26+harbour/mast--harbour-structured-sling-bag/28134322/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28134322/2024/3/25/844d2805-f8d2-4f83-a893-98abae01888a1711356675160-Mast--Harbour-Structured-Sling-Bag-1831711356675049-11.jpg",bold
25747072,Mast & Harbour,Mast & Harbour Structured Shoulder Bag,Mast & Harbour Structured Shoulder Bag,1217,https://www.myntra.com/handbags/mast+%26+harbour/mast--harbour-structured-shoulder-bag/25747072/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25747072/2023/12/5/d2f91c71-b2c7-485a-bcaa-0d7a3e3dacff1701777651192-Mast--Harbour-Black-Structured-Shoulder-Bag-3531701777651136-7.jpg",bold
28718796,Styli,Styli Textured Structured Hand Bag,Styli Textured Structured Hand Bag,1799,https://www.myntra.com/handbags/styli/styli-textured-structured-hand-bag/28718796/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/28718796/2024/4/5/283c7d0d-17b5-4cf8-9aff-427519a421501712292059619StyliPUBucketHandheldBagwithTasselled1.jpg",bold
29595132,Caprese,Caprese PU Structured Hobo Bag,Caprese PU Structured Hobo Bag,1499,https://www.myntra.com/handbags/caprese/caprese-pu-structured-hobo-bag/29595132/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29595132/2024/5/21/419ebf7e-d738-4a8f-a833-b4c2584083c91716265089123CapresePUStructuredHoboBag1.jpg",bold
25852690,Globus,Globus Structured Handheld Bag,Globus Structured Handheld Bag,2063,https://www.myntra.com/handbags/globus/globus-structured-handheld-bag/25852690/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25852690/2023/11/11/fa0af8cb-4a62-494d-94c1-3aee303c63571699685681076GlobusBrownPUStructuredShoulderBag1.jpg",bold
25281616,Fastrack,Fastrack Colourblocked Structured Shoulder Bag,Fastrack Colourblocked Structured Shoulder Bag,1056,https://www.myntra.com/handbags/fastrack/fastrack-colourblocked-structured-shoulder-bag/25281616/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25281616/2024/2/16/b31f0f18-5825-47ab-a507-034aad2785541708066097626FastrackBlueShoulderBagForWomen1.jpg",bold
29409914,PARFOIS,PARFOIS Solid PU Structured Sling Bag,PARFOIS Solid PU Structured Sling Bag,1942,https://www.myntra.com/handbags/parfois/parfois-solid-pu-structured-sling-bag/29409914/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29409914/2024/5/14/a5982034-a955-4f23-8eb4-25d6348c67321715687272338WalletsPARFOISWomenWalletsPARFOISWomenHandbagsPARFOISWomenHa1.jpg",bold
23202386,Sasimo,Sasimo Printed PU Structured Sling Bag,Sasimo Printed PU Structured Sling Bag,699,https://www.myntra.com/handbags/sasimo/sasimo-printed-pu-structured-sling-bag/23202386/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23202386/2023/6/2/fdd1b55f-48a5-44fd-82e3-f37493783f001685703118293SasimoPrintedPUStructuredSlingBag1.jpg29912798",bold
12387956,DressBerry,DressBerry Black Quilted Sling Bag,DressBerry Black Quilted Sling Bag,1099,https://www.myntra.com/handbags/dressberry/dressberry-black-quilted-sling-bag/12387956/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/12387956/2022/4/26/49ddbf69-f78e-435a-882e-a936c2151c131650973208904DressBerryBlackQuiltedSlingBag1.jpg",bold
29912797,Butterflies,Butterflies Colourblocked PU Structured Handheld Bag,Butterflies Colourblocked PU Structured Handheld Bag,1011,https://www.myntra.com/handbags/butterflies/butterflies-colourblocked-pu-structured-handheld-bag/29912797/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29912797/2024/6/6/58fc702d-7bae-40d4-9585-0e411f1cfca71717693707884ButterfliesColourblockedPUStructuredHandheldBag1.jpg",bold
23023898,Lino Perros,Lino Perros Structured Shoulder Bag,Lino Perros Structured Shoulder Bag,1618,https://www.myntra.com/handbags/lino+perros/lino-perros-structured-shoulder-bag/23023898/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/23023898/2023/12/20/f4aafeb3-14e0-432f-a28b-82d7a1cbd4261703053941929-Lino-Perros-Structured-Shoulder-Bag-1021703053941316-1.jpg",bold
25848898,DressBerry,DressBerry Green Textured Oversized Structured Shoulder Bag,DressBerry Green Textured Oversized Structured Shoulder Bag,2599,https://www.myntra.com/handbags/dressberry/dressberry-green-textured-oversized-structured-shoulder-bag/25848898/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25848898/2023/11/11/50d970f9-9623-4b4b-865b-083dddc1f4f81699705868956DressBerryGreenPUOversizedStructuredHandheldBag1.jpg",bold
30040105,THE BEAR HOUSE,THE BEAR HOUSE Bucket Sling Bag,THE BEAR HOUSE Bucket Sling Bag,1999,https://www.myntra.com/handbags/the+bear+house/the-bear-house-bucket-sling-bag/30040105/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/30040105/2024/6/26/fb946bfb-0d27-4ee5-a63d-441b3b46ce211719374257146THEBEARHOUSEBucketSlingBag1.jpg",bold
8057365,Lavie,Lavie Navy Blue Solid Shoulder Bag,Lavie Navy Blue Solid Shoulder Bag,1185,https://www.myntra.com/handbags/lavie/lavie-navy-blue-solid-shoulder-bag/8057365/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/8057365/2022/9/13/f2df352a-19fe-47c8-9b03-2f7d01ad95c11663058065001-Lavie-Navy-Blue-Solid-Shoulder-Bag-7061663058064539-7.jpg",bold
24399702,bebe,bebe Women Solid Shoulder Bag,bebe Women Solid Shoulder Bag,1871,https://www.myntra.com/handbags/bebe/bebe-women-solid-shoulder-bag/24399702/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/24399702/2024/2/27/11d881cd-78ce-4e42-b0dd-f48d7fd041901709033105573-bebe-Women-Solid-Shoulder-Bag-3281709033105471-11.jpg",bold
27071320,FARGO,FARGO Self Design PU Structured Sling Bag,FARGO Self Design PU Structured Sling Bag,899,https://www.myntra.com/handbags/fargo/fargo-self-design-pu-structured-sling-bag/27071320/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/27071320/2024/1/19/7bbe048b-49bd-416b-9eb7-136a555d6acc1705666988940Handbags1.jpg",bold
22246006,Exotic,Exotic Women PU Structured Sling Bag,Exotic Women PU Structured Sling Bag,781,https://www.myntra.com/handbags/exotic/exotic-women-pu-structured-sling-bag/22246006/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/22246006/2023/3/8/52cde794-6619-4669-b291-61c03b5a5cd01678247930647ExoticBlackPUStructuredHandheldBag1.jpg",bold
24947478,Lino Perros,Lino Perros Croc Textured Structured Shoulder Bag,Lino Perros Croc Textured Structured Shoulder Bag,1033,https://www.myntra.com/handbags/lino+perros/lino-perros-croc-textured-structured-shoulder-bag/24947478/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/24947478/2023/10/3/83ee95c6-ec11-4467-aeb4-a3b41f9d2bc81696334543880LinoPerrosCrocTexturedStructuredShoulderBag1.jpg",bold
25728434,ESBEDA,ESBEDA Flower Embossed Slingbag,ESBEDA Flower Embossed Slingbag,990,https://www.myntra.com/handbags/esbeda/esbeda-flower-embossed-slingbag/25728434/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25728434/2024/3/18/2c73ef4b-d210-4d9e-a13f-a83ed246a5031710745755890-ESBEDA-PU-Structured-Sling-Bag-9411710745755421-1.jpg",bold
18238970,ESBEDA,ESBEDA Black Tiny Dots Textured PU Solid Sling Bag,ESBEDA Black Tiny Dots Textured PU Solid Sling Bag,990,https://www.myntra.com/handbags/esbeda/esbeda-black-tiny-dots-textured-pu-solid-sling-bag/18238970/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/18238970/2022/5/16/eaf16471-9499-4219-909a-e59d7ffb57891652645959923ESBEDABlackTexturedPUStructuredSlingBagwithCutWork1.jpg",bold
17871072,Exotic,Exotic Black Structured Handheld Bag,Exotic Black Structured Handheld Bag,1349,https://www.myntra.com/handbags/exotic/exotic-black-structured-handheld-bag/17871072/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/17871072/2024/3/12/e6aa4e46-6c7c-4453-8c8b-cc494f17f5071710244459082-Exotic-Black-Structured-Handheld-Bag-4151710244458801-3.jpg",bold
14149276,Lavie,Lavie Gehry Black Solid Structured Shoulder Bag,Lavie Gehry Black Solid Structured Shoulder Bag,5299,https://www.myntra.com/handbags/lavie/lavie-gehry-black-solid-structured-shoulder-bag/14149276/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/14149276/2022/8/22/4bfbe510-2248-4e48-b456-ca57ada10e461661170195385-Lavie-Black-Textured-Shoulder-Bag-241661170195283-6.jpg",bold
29988976,Mast & Harbour,Mast & Harbour Structured Handheld Bag,Mast & Harbour Structured Handheld Bag,1022,https://www.myntra.com/handbags/mast+%26+harbour/mast--harbour-structured-handheld-bag/29988976/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29988976/2024/6/18/793abd43-b773-498d-828e-2723509015ab1718690712204MastHarbourStructuredHandheldBag1.jpg",bold
18679402,Mast & Harbour,Mast & Harbour Women Solid Structured Sling Bag,Mast & Harbour Women Solid Structured Sling Bag,816,https://www.myntra.com/handbags/mast+%26+harbour/mast--harbour-women-solid-structured-sling-bag/18679402/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/18679402/2022/9/29/1123c316-0667-40c2-bd47-fe42a6a6431b1664433197450-Mast--Harbour-Women-Handbags-1781664433196825-1.jpg29214282",bold
29744984,LEGAL BRIBE,LEGAL BRIBE Embellished PU Structured Sling Bag,LEGAL BRIBE Embellished PU Structured Sling Bag,867,https://www.myntra.com/handbags/legal+bribe/legal-bribe-embellished-pu-structured-sling-bag---/29744984/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29744984/2024/5/25/1ef34027-250b-4894-87b0-5ac9a8ddf0f21716636503387LEGALBRIBEEmbellishedPUStructuredSlingBagwithApplique1.jpg",bold
29744974,LEGAL BRIBE,LEGAL BRIBE Textured PU Structured Sling Bag,LEGAL BRIBE Textured PU Structured Sling Bag,756,https://www.myntra.com/handbags/legal+bribe/legal-bribe-textured-pu-structured-sling-bag---/29744974/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/29744974/2024/5/25/d9a32c31-4e7c-4744-98d1-a23373ad14f21716612333854LEGALBRIBETexturedPUStructuredHandheldBagwithApplique1.jpg",bold
25848954,Mast & Harbour,Mast & Harbour Green PU Structured Satchel Bag,Mast & Harbour Green PU Structured Satchel Bag,2999,https://www.myntra.com/handbags/mast+%26+harbour/mast--harbour-green-pu-structured-satchel-bag/25848954/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25848954/2023/11/10/11292965-6ead-4a31-be59-2512551373391699622899584MastandHarborClassicShoulderBag1.jpg",bold
2038068,Roadster,Roadster Pack of 2 Solid Slim Fit Sustainable Casual Shirts,Roadster Pack of 2 Solid Slim Fit Sustainable Casual Shirts,725,https://www.myntra.com/shirts/roadster/roadster-pack-of-2-solid-slim-fit-sustainable-casual-shirts/2038068/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/2038068/2017/11/3/11509688615628-Roadster-Pack-of-2-Solid-Casual-Shirts-4501509688615429-1.jpg",men_casual
25696560,Roadster,Roadster Striped Round Neck Cotton Pullover Oversized Fit Sweatshirts,Roadster Striped Round Neck Cotton Pullover Oversized Fit Sweatshirts,735,https://www.myntra.com/sweatshirts/roadster/roadster-striped-round-neck-cotton-pullover-oversized-fit-sweatshirts/25696560/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/25696560/2023/10/31/38bf8002-19ca-4d04-8e3e-4dcf538a44d01698748962132RoadsterOversizedFitSweatshirts1.jpg",men_casual
17208134,HRX by Hrithik Roshan,HRX By Hrithik Roshan Training Men Jet Black Rapid-Dry Typography Tshirts,HRX By Hrithik Roshan Training Men Jet Black Rapid-Dry Typography Tshirts,450,https://www.myntra.com/tshirts/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-training-men-jet-black-rapid-dry-typography-tshirts/17208134/buy,"https://assets.myntassets.com/h_1440,q_100,w_1080/v1/assets/images/17208134/2022/6/29/785a5ce6-d71c-4655-87e2-c3afcd0ba3be1656493786646-HRX-By-Hrithik-Roshan-Training-Men-Jet-Black-Rapid-Dry-Typog-1.jpg",men_casual
